TAG,Time,Value
R,23240,31781
B,23242,98
I,23244,49793
B,23247,194
R,23249,31781
B,23251,107
I,23254,49808
B,23256,172
R,23258,31786
B,23261,109
I,23263,49776
B,23266,176
R,23268,31769
B,23270,107
I,23273,49748
B,23275,166
R,23277,31766
B,23280,118
I,23282,49732
B,23285,178
R,23287,31754
B,23289,101
I,23292,49734
B,23294,183
R,23296,31761
B,23299,104
I,23301,49713
B,23303,175
R,23306,31739
B,23308,96
I,23311,49703
B,23313,187
R,23315,31746
B,23318,105
I,23320,49699
B,23322,172
R,23325,31727
B,23327,112
I,23330,49707
B,23332,176
R,23334,31729
B,23337,108
I,23339,49701
B,23341,169
R,23344,31744
B,23346,117
I,23348,49715
B,23351,174
R,23353,31733
B,23356,101
I,23358,49742
B,23360,176
R,23363,31758
B,23365,108
I,23367,49707
B,23370,175
R,23372,31749
B,23375,96
I,23377,49706
B,23379,190
R,23382,31743
B,23384,107
I,23386,49712
B,23389,171
R,23391,31758
B,23394,110
I,23396,49706
B,23398,174
R,23401,31727
B,23403,106
I,23405,49708
B,23408,166
R,23410,31747
B,23412,116
I,23415,49721
B,23417,177
R,23420,31729
B,23422,102
I,23424,49717
B,23427,176
R,23429,31738
B,23431,112
I,23434,49715
B,23436,176
R,23439,31718
B,23441,95
I,23443,49684
B,23446,186
R,23448,31749
B,23450,105
I,23453,49729
B,23455,168
R,23457,31729
B,23460,100
I,23462,49736
B,23465,181
R,23467,31742
B,23469,107
I,23472,49738
B,23474,172
R,23476,31759
B,23479,115
I,23481,49745
B,23484,174
R,23486,31746
B,23488,100
I,23491,49761
B,23493,168
R,23495,31778
B,23498,113
I,23500,49748
B,23502,178
R,23505,31743
B,23507,94
I,23510,49765
B,23512,186
R,23514,31758
B,23517,107
I,23519,49769
B,23521,171
R,23524,31750
B,23526,99
I,23529,49775
B,23531,177
R,23533,31777
B,23536,103
I,23538,49775
B,23540,161
R,23543,31777
B,23545,114
I,23547,49782
B,23550,173
R,23552,31769
B,23555,105
I,23557,49796
B,23559,176
R,23562,31786
B,23564,117
I,23566,49795
B,23569,167
R,23571,31777
B,23574,95
I,23576,49776
B,23578,184
R,23581,31822
B,23583,103
I,23585,49776
B,23588,172
R,23590,31766
B,23592,104
I,23595,49819
B,23597,183
R,23600,31783
B,23602,104
I,23604,49790
B,23607,170
R,23609,31782
B,23611,113
I,23614,49799
B,23616,174
R,23619,31774
B,23621,110
I,23623,49796
B,23626,170
R,23628,31782
B,23630,115
I,23633,49788
B,23635,172
R,23637,31774
B,23640,97
I,23642,49757
B,23645,184
R,23647,31790
B,23649,102
I,23652,49769
B,23654,173
R,23656,31762
B,23659,99
I,23661,49773
B,23664,191
R,23666,31766
B,23668,105
I,23671,49773
B,23673,168
R,23675,31788
B,23678,110
I,23680,49791
B,23682,170
R,23685,31740
B,23687,106
I,23690,49794
B,23692,162
R,23694,31774
B,23697,119
I,23699,49782
B,23701,174
R,23704,31759
B,23706,97
I,23709,49754
B,23711,180
R,23713,31783
B,23716,108
I,23718,49800
B,23720,181
R,23723,31772
B,23725,98
I,23727,49789
B,23730,186
R,23732,31743
B,23735,103
I,23737,49806
B,23739,169
R,23742,31796
B,23744,110
I,23746,49826
B,23749,178
R,23751,31757
B,23754,107
I,23756,49804
B,23758,160
R,23761,31775
B,23763,116
I,23765,49813
B,23768,176
R,23770,31769
B,23773,103
I,23775,49809
B,23777,181
